;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT;FRE
28/07/2016;20 - 21;201,72;234,82;234,82;234,82;234,82;267,02;234,82;234,82;180,52;180,52;168,1;234,82;234,82;204,4;267,02;271,64;271,64;
28/07/2016;21 - 22;201,87;235,78;235,78;235,78;235,78;282,64;235,78;235,78;180,07;180,07;167,88;235,78;235,78;204,25;282,64;293,35;293,35;
28/07/2016;22 - 23;199,86;238,24;238,24;238,24;238,24;247,61;238,24;238,24;180,67;180,67;171,89;238,24;238,24;193,76;247,61;247,61;247,61;
28/07/2016;23 - 00;188,7;222,54;222,54;222,54;222,54;222,54;222,54;222,54;178,51;178,51;171,07;222,54;222,54;193,54;222,54;223,81;223,81;
29/07/2016;00 - 01;185,5;209,91;209,91;209,91;209,91;209,91;209,91;209,91;180,52;180,52;167,27;209,91;209,91;193,24;209,91;238,63;238,63;
29/07/2016;01 - 02;183,64;201,2;201,2;201,2;201,2;201,2;201,2;201,2;177,99;177,99;163,18;201,2;201,2;192,8;201,2;235,06;235,06;
29/07/2016;02 - 03;180,44;193,69;193,69;193,69;193,69;193,69;193,69;193,69;174,86;174,86;163,4;193,69;193,69;192,5;193,69;216,83;216,83;
29/07/2016;03 - 04;171,14;182,9;182,9;182,9;182,9;182,9;182,9;182,9;174,42;174,42;163,4;182,9;182,9;182,9;182,9;213,41;213,41;
29/07/2016;04 - 05;171,74;184,83;184,83;184,83;184,83;184,83;184,83;184,83;173,15;173,15;162,96;184,83;184,83;184,83;184,83;216,61;216,61;
29/07/2016;05 - 06;180,44;193,09;193,09;193,09;193,09;197,19;193,09;193,09;174,19;174,19;163,4;193,09;193,09;192,65;197,19;311,11;311,11;
29/07/2016;06 - 07;189,22;220,85;220,85;220,85;220,85;220,85;220,85;220,85;172,93;172,93;165,64;220,85;220,85;203,36;220,85;326,14;416,99;
29/07/2016;07 - 08;203,14;235,06;235,06;235,06;235,06;325,99;235,06;235,06;178,58;178,58;162,81;235,06;235,06;204,18;325,99;325,99;424,88;
29/07/2016;08 - 09;208,5;237,67;237,67;237,67;237,67;326,21;237,67;237,67;178,51;178,51;162,66;237,67;237,67;204,78;326,21;326,21;967,93;
29/07/2016;09 - 10;210,58;243,99;243,99;243,99;243,99;326,36;243,99;243,99;182,75;182,75;163,03;243,99;243,99;205,07;326,36;326,36;967,7;
29/07/2016;10 - 11;211,99;245,11;245,11;245,11;245,11;326,29;245,11;245,11;183,94;183,94;163,33;245,11;245,11;205,3;326,29;326,29;967,7;
29/07/2016;11 - 12;211,1;241,16;241,16;241,16;241,16;326,29;241,16;241,16;183,87;183,87;163,03;241,16;241,16;205,3;326,29;326,29;967,63;
29/07/2016;12 - 13;205,45;230,22;230,22;230,22;230,22;326,36;230,22;230,22;183,5;183,5;162,96;230,22;230,22;204,93;326,36;326,36;1116,22;
29/07/2016;13 - 14;199,2;224,94;224,94;224,94;224,94;326,36;219,51;224,94;183,12;183,12;162,88;224,94;224,94;205,22;326,36;326,36;967,55;
29/07/2016;14 - 15;195,62;217,5;217,5;217,5;217,5;326,29;207,9;217,5;182,75;182,75;162,96;217,5;217,5;205,22;326,29;326,29;967,4;
29/07/2016;15 - 16;194,66;216,68;216,68;216,68;216,68;326,21;203,66;216,68;180,97;180,97;162,81;216,68;216,68;205,07;326,21;326,21;424,73;
29/07/2016;16 - 17;192,35;215,34;215,34;215,34;215,34;248,01;209,02;215,34;182,9;182,9;163,11;215,34;215,34;204,55;248,01;326,06;326,06;
29/07/2016;17 - 18;195,7;221,89;221,89;221,89;221,89;250,39;216,61;221,89;182,53;182,53;163,55;221,89;221,89;204,48;250,39;326,06;326,06;
29/07/2016;18 - 19;200,09;229,03;229,03;229,03;229,03;325,99;229,03;229,03;181,78;181,78;163,4;229,03;229,03;204,4;325,99;325,99;325,99;
29/07/2016;19 - 20;202,92;235,06;235,06;235,06;235,06;326,36;235,06;235,06;181,04;181,04;163,33;235,06;235,06;204,33;326,36;326,36;326,36;
29/07/2016;20 - 21;197,41;229,63;229,63;229,63;229,63;229,63;229,63;229,63;179,92;179,92;164,22;229,63;229,63;204,48;229,63;311,7;311,7;
29/07/2016;21 - 22;194,14;224,12;224,12;224,12;224,12;224,12;214,9;224,12;178,29;178,29;164,74;224,12;224,12;204,26;224,12;311,63;311,63;
29/07/2016;22 - 23;189,89;221,67;221,67;221,67;221,67;221,67;194,28;221,67;180,97;180,97;164;221,67;221,67;193,91;221,67;238,71;238,71;
29/07/2016;23 - 00;186,69;214,82;214,82;214,82;214,82;214,82;189,89;214,82;179,55;179,55;163,55;214,82;214,82;193,76;214,82;229,55;229,55;
30/07/2016;00 - 01;187,33;225,57;225,57;225,57;225,57;225,57;206,07;225,57;184,43;184,43;166,72;225,57;225,57;189,34;225,57;238,51;238,51;
30/07/2016;01 - 02;182,57;199,6;199,6;199,6;199,6;199,6;192,53;199,6;182,86;182,86;163,15;199,6;199,6;189,11;199,6;209,05;209,05;
30/07/2016;02 - 03;179,81;190,38;190,38;190,38;190,38;190,38;190,38;190,38;181,67;181,67;162,48;190,38;190,38;188,96;190,38;208,53;208,53;
30/07/2016;03 - 04;175,05;183,23;183,23;183,23;183,23;183,23;182,71;183,23;176,84;176,84;162,26;183,23;183,23;183,23;183,23;208,38;208,38;
30/07/2016;04 - 05;171,18;180,78;180,78;180,78;180,78;180,78;179,81;180,78;174,08;174,08;162,48;180,78;180,78;180,78;180,78;207,64;207,64;
30/07/2016;05 - 06;172,6;181,45;181,45;181,45;181,45;181,45;181,45;181,45;175,65;175,65;162,26;181,45;181,45;181,45;181,45;208,38;208,38;
30/07/2016;06 - 07;175,87;183,9;183,9;183,9;183,9;183,9;183,9;183,9;178,03;178,03;162,26;183,9;183,9;183,9;183,9;280,47;280,47;
30/07/2016;07 - 08;179,59;194,1;194,1;194,1;194,1;194,1;189,41;194,1;179,81;179,81;159,8;194,1;194,1;188,22;194,1;311,19;311,19;
30/07/2016;08 - 09;182,42;203,84;203,84;203,84;203,84;203,84;198,93;203,84;177,95;177,95;156,53;203,84;203,84;188,44;203,84;311,42;311,42;
30/07/2016;09 - 10;186,43;217,31;217,31;217,31;217,31;217,31;215,52;217,31;182,57;182,57;157,27;217,31;217,31;188,52;217,31;311,49;311,49;
30/07/2016;10 - 11;186,58;216,34;216,34;216,34;216,34;216,34;211,13;216,34;183,9;183,9;158,01;216,34;216,34;188,74;216,34;311,34;311,34;
30/07/2016;11 - 12;186,21;214,48;214,48;214,48;214,48;214,48;207,79;214,48;184,2;184,2;159,35;214,48;214,48;188,67;214,48;311,27;311,27;
30/07/2016;12 - 13;185,62;212,7;212,7;212,7;212,7;212,7;195,88;212,7;183,68;183,68;158,98;212,7;212,7;188,52;212,7;311,19;311,19;
30/07/2016;13 - 14;183,16;208,23;208,23;208,23;208,23;208,23;184,43;208,23;182,79;182,79;158,09;208,23;208,23;188,37;208,23;311,12;311,12;
30/07/2016;14 - 15;180,78;201,09;201,09;201,09;201,09;201,09;178,47;201,09;178,47;178,47;157,72;201,09;201,09;188,22;201,09;311,12;311,12;
30/07/2016;15 - 16;180,85;200,94;200,94;200,94;200,94;200,94;178,85;200,94;178,85;178,85;157,49;200,94;200,94;188,22;200,94;311,05;311,05;
30/07/2016;16 - 17;182,12;203,84;203,84;203,84;203,84;203,84;186,29;203,84;181,38;181,38;157,49;203,84;203,84;188,14;203,84;311,05;311,05;
30/07/2016;17 - 18;183,98;206,82;206,82;206,82;206,82;206,82;194,17;206,82;182,64;182,64;157,05;206,82;206,82;188,14;206,82;311,05;311,05;
30/07/2016;18 - 19;187,4;221,18;221,18;221,18;221,18;221,18;221,18;221,18;182,86;182,86;157,35;221,18;221,18;188,22;221,18;311,12;311,12;
30/07/2016;19 - 20;189,63;227,95;227,95;227,95;227,95;227,95;227,95;227,95;182,79;182,79;156,82;227,95;227,95;188,22;227,95;311,12;311,12;
30/07/2016;20 - 21;189,26;226,16;226,16;226,16;226,16;226,16;226,16;226,16;182,86;182,86;160,1;226,16;226,16;188,37;226,16;311,12;311,12;
30/07/2016;21 - 22;189,19;226,61;226,61;226,61;226,61;226,61;226,61;226,61;181,52;181,52;160,54;226,61;226,61;188,22;226,61;311,12;311,12;
30/07/2016;22 - 23;189,04;225,94;225,94;225,94;225,94;225,94;225,94;225,94;181,9;181,9;167,54;225,94;225,94;188,07;225,94;233,08;233,08;
30/07/2016;23 - 00;187,25;218,94;218,94;218,94;218,94;218,94;218,94;218,94;180,71;180,71;167,84;218,94;218,94;187,7;218,94;218,94;218,94;
31/07/2016;00 - 01;186,21;203,99;203,99;203,99;203,99;203,99;203,99;203,99;185,54;185,54;168,43;203,99;203,99;189,63;203,99;208,16;208,16;
31/07/2016;01 - 02;180,63;188,67;188,67;188,67;188,67;188,67;188,67;188,67;182,64;182,64;168,21;188,67;188,67;188,67;188,67;194,02;194,02;
31/07/2016;02 - 03;170,89;177,06;177,06;177,06;177,06;177,06;177,06;177,06;171,41;171,41;168,06;177,06;177,06;177,06;177,06;181,67;181,67;
31/07/2016;03 - 04;167,84;167,84;167,84;167,84;167,84;167,84;167,84;167,84;167,84;167,84;167,84;167,84;167,84;167,84;167,84;170,29;170,29;
31/07/2016;04 - 05;164,71;164,71;164,71;164,71;164,71;164,71;164,71;164,71;164,71;164,71;164,71;164,71;164,71;164,71;164,71;165,83;165,83;
31/07/2016;05 - 06;161,07;161,07;161,07;161,07;161,07;161,07;161,07;161,07;161,07;161,07;161,07;161,07;161,07;161,07;161,07;163,15;163,15;
31/07/2016;06 - 07;156,08;156,08;156,08;156,08;156,08;156,08;156,08;156,08;156,08;156,08;156,08;156,08;156,08;156,08;156,08;223,63;223,63;
31/07/2016;07 - 08;163,59;163,59;163,59;163,59;163,59;163,59;163,59;163,59;163,59;163,59;163,59;163,59;163,59;163,59;163,59;163,59;163,59;
31/07/2016;08 - 09;173,94;181,45;181,45;181,45;181,45;181,45;177,06;181,45;171,41;171,41;165,23;181,45;181,45;181,45;181,45;310,97;310,97;
31/07/2016;09 - 10;179,66;191,49;191,49;191,49;191,49;191,49;186,88;191,49;180,93;180,93;162,63;191,49;191,49;187,92;191,49;208,16;208,16;
31/07/2016;10 - 11;182,19;199,68;199,68;199,68;199,68;199,68;188,07;199,68;182,57;182,57;163,67;199,68;199,68;188,29;199,68;210,84;210,84;
31/07/2016;11 - 12;186,29;204,07;204,07;204,07;204,07;204,07;199,16;204,07;186,21;186,21;164,93;204,07;204,07;188,44;204,07;218,57;218,57;
31/07/2016;12 - 13;186,06;200,72;200,72;200,72;200,72;200,72;195,96;200,72;186,29;186,29;162,55;200,72;200,72;188,44;200,72;224,52;224,52;
31/07/2016;13 - 14;182,57;194,84;194,84;194,84;194,84;194,84;190,15;194,84;184,05;184,05;162,7;194,84;194,84;188,52;194,84;221,25;221,25;
31/07/2016;14 - 15;178,85;187,55;187,55;187,55;187,55;187,55;181,15;187,55;181,15;181,15;162,7;187,55;187,55;187,55;187,55;311,05;311,05;
31/07/2016;15 - 16;177,88;188;188;188;188;188;173,49;188;173,49;173,49;162,4;188;188;188;188;311,12;311,12;
31/07/2016;16 - 17;177,21;189,71;189,71;189,71;189,71;189,71;169,47;189,71;169,47;169,47;161,81;189,71;189,71;188,44;189,71;311,12;311,12;
31/07/2016;17 - 18;180,93;197,37;197,37;197,37;197,37;197,37;187,85;197,37;181,82;181,82;160,54;197,37;197,37;188,44;197,37;311,27;311,27;
31/07/2016;18 - 19;182,04;200,79;200,79;200,79;200,79;200,79;186,66;200,79;180,71;180,71;158,83;200,79;200,79;188,52;200,79;311,27;311,27;
31/07/2016;19 - 20;186,43;211,06;211,06;211,06;211,06;211,06;210,02;211,06;184,2;184,2;158,54;211,06;211,06;188,59;211,06;311,42;311,42;
31/07/2016;20 - 21;187,33;215,15;215,15;215,15;215,15;215,15;215,15;215,15;184,5;184,5;158,39;215,15;215,15;188,81;215,15;311,34;311,34;
31/07/2016;21 - 22;188,59;224,6;224,6;224,6;224,6;224,6;224,6;224,6;183,61;183,61;157,64;224,6;224,6;189,04;224,6;311,12;311,12;
31/07/2016;22 - 23;190,53;227,95;227,95;227,95;227,95;227,95;227,95;227,95;184,05;184,05;157,57;227,95;227,95;189,34;227,95;227,95;227,95;
31/07/2016;23 - 00;185,47;206,67;206,67;206,67;206,67;206,67;206,67;206,67;183,01;183,01;157,64;206,67;206,67;189,19;206,67;208,98;208,98;
01/08/2016;00 - 01;180,33;185,32;185,32;185,32;185,32;185,32;185,32;185,32;184,35;184,35;169,32;185,32;185,32;185,32;185,32;185,32;185,32;
01/08/2016;01 - 02;171,85;176,99;176,99;176,99;176,99;176,99;176,99;176,99;176,99;176,99;168,73;176,99;176,99;176,99;176,99;176,99;176,99;
01/08/2016;02 - 03;168,21;167,76;167,76;167,76;167,76;167,76;167,76;167,76;167,76;167,76;167,76;175,87;175,87;175,87;167,76;167,76;167,76;
01/08/2016;03 - 04;163,37;164,71;164,71;164,71;164,71;164,71;164,71;164,71;164,71;164,71;157,49;170,74;170,74;170,74;164,71;164,71;164,71;
01/08/2016;04 - 05;161,88;163;163;163;163;163;163;163;163;163;157,42;170,51;170,51;170,51;163;163;163;
01/08/2016;05 - 06;170,81;182,42;182,42;182,42;182,42;182,42;172,3;182,42;172,3;172,3;156,75;182,42;182,42;182,42;182,42;182,42;182,42;
01/08/2016;06 - 07;190,45;215,52;215,52;215,52;215,52;215,52;190,6;215,52;182,71;182,71;157,87;215,52;215,52;203,69;215,52;311,34;311,34;
01/08/2016;07 - 08;201,68;232,11;232,11;232,11;232,11;232,11;193,87;232,11;181;181;159,95;232,11;232,11;204,66;232,11;311,64;311,64;
01/08/2016;08 - 09;208,6;250,49;250,49;250,49;250,49;250,49;241,26;250,49;181,67;181,67;159,8;250,49;250,49;205,11;250,49;325,33;325,33;
01/08/2016;09 - 10;205,55;242,16;242,16;242,16;242,16;242,16;241,93;242,16;182,79;182,79;160,17;242,16;242,16;205,33;242,16;325,48;325,48;
01/08/2016;10 - 11;199,82;229,66;229,66;229,66;229,66;232,41;224,15;229,66;182,94;182,94;159,8;229,66;229,66;205,4;232,41;325,48;325,48;
01/08/2016;11 - 12;199,75;229,06;229,06;229,06;229,06;230,33;221,7;229,06;183,23;183,23;161,07;229,06;229,06;205,33;230,33;325,4;325,4;
01/08/2016;12 - 13;197,97;228,39;228,39;228,39;228,39;228,39;192,39;228,39;183,16;183,16;160,92;228,39;228,39;205,26;228,39;325,55;325,55;
01/08/2016;13 - 14;197;227,35;227,35;227,35;227,35;227,35;191,57;227,35;182,86;182,86;161,07;227,35;227,35;205,18;227,35;325,48;325,48;
01/08/2016;14 - 15;195,06;225,12;225,12;225,12;225,12;225,12;189,26;225,12;182,49;182,49;160,69;225,12;225,12;205,11;225,12;325,4;325,4;
01/08/2016;15 - 16;193,13;223,78;223,78;223,78;223,78;223,78;180,18;223,78;180,18;180,18;159,58;223,78;223,78;205,03;223,78;325,25;325,25;
01/08/2016;16 - 17;190,08;219,76;219,76;219,76;219,76;219,76;178,99;219,76;178,99;178,99;158,76;219,76;219,76;204,51;219,76;311,19;311,19;
01/08/2016;17 - 18;196,7;230,55;230,55;230,55;230,55;230,55;191,72;230,55;179,07;179,07;166,05;230,55;230,55;204,29;230,55;325,18;325,18;
01/08/2016;18 - 19;200,64;242,6;242,6;242,6;242,6;242,6;192,76;242,6;182,64;182,64;168,28;242,6;242,6;204,21;242,6;311,64;311,64;
01/08/2016;19 - 20;199,75;237,99;237,99;237,99;237,99;237,99;193,8;237,99;182,27;182,27;168,13;237,99;237,99;204,14;237,99;311,57;311,57;
01/08/2016;20 - 21;196,92;228,1;228,1;228,1;228,1;228,1;203,84;228,1;181,15;181,15;167,98;228,1;228,1;204,14;228,1;310,97;310,97;
01/08/2016;21 - 22;197,52;228,99;228,99;228,99;228,99;228,99;228,99;228,99;180,85;180,85;167,76;228,99;228,99;204,07;228,99;265,81;265,81;
01/08/2016;22 - 23;195,14;229,06;229,06;229,06;229,06;229,06;229,06;229,06;182,12;182,12;167,39;229,06;229,06;195,06;229,06;230,62;230,62;
01/08/2016;23 - 00;188,89;218,57;218,57;218,57;218,57;218,57;218,57;218,57;178,55;178,55;167,46;218,57;218,57;194,69;218,57;218,57;218,57;
02/08/2016;00 - 01;182,13;199,54;199,54;199,54;199,54;199,54;199,54;199,54;178,11;178,11;168,74;199,54;199,54;195,37;199,54;199,54;199,54;
02/08/2016;01 - 02;175,44;187,86;187,86;187,86;187,86;187,86;187,86;187,86;172,53;172,53;168,14;187,86;187,86;187,86;187,86;187,86;187,86;
02/08/2016;02 - 03;172,76;184,07;184,07;184,07;184,07;184,07;184,07;184,07;170,23;170,23;167,92;184,07;184,07;184,07;184,07;184,07;184,07;
02/08/2016;03 - 04;171,86;183,25;183,25;183,25;183,25;183,25;183,25;183,25;169,78;169,78;167,77;183,25;183,25;183,25;183,25;183,25;183,25;
02/08/2016;04 - 05;170,67;180,57;180,57;180,57;180,57;180,57;180,57;180,57;169,63;169,63;167,7;180,57;180,57;180,57;180,57;180,57;180,57;
02/08/2016;05 - 06;178,56;192,7;192,7;192,7;192,7;192,7;192,7;192,7;170,97;170,97;167,85;192,7;192,7;192,7;192,7;195,08;195,08;
02/08/2016;06 - 07;189,72;226,4;226,4;226,4;226,4;226,4;226,4;226,4;177,67;177,67;166,51;226,4;226,4;203,48;226,4;311,59;311,59;
02/08/2016;07 - 08;198,87;243,51;243,51;243,51;243,51;243,51;243,51;243,51;180,12;180,12;159,81;237,04;237,04;203,34;243,51;311,51;311,51;
02/08/2016;08 - 09;207,65;250,36;250,36;250,36;250,36;322,3;250,36;250,36;177,89;177,89;160,48;242,1;242,1;204,3;322,3;322,3;322,3;
02/08/2016;09 - 10;208,99;259,36;259,36;259,36;259,36;322,45;259,36;259,36;181,02;181,02;161,37;243,96;243,96;204,67;322,45;322,45;322,45;
02/08/2016;10 - 11;211,97;268,44;268,44;268,44;268,44;322,45;268,44;268,44;184,29;184,29;161,82;257,28;257,28;204,82;322,45;322,45;322,45;
02/08/2016;11 - 12;213,83;275,58;275,58;275,58;275,58;322,45;275,58;275,58;183,17;183,17;161,75;257,94;257,94;205,05;322,45;322,45;322,45;
02/08/2016;12 - 13;210,85;273,57;273,57;273,57;273,57;322,38;273,57;273,57;184,36;184,36;161,75;256,23;256,23;204,9;322,38;322,38;322,38;
02/08/2016;13 - 14;208,99;260,4;260,4;260,4;260,4;260,4;260,4;260,4;183,77;183,77;163,61;253,7;253,7;204,97;260,4;322,3;322,3;
02/08/2016;14 - 15;208,47;254,82;254,82;254,82;254,82;254,82;254,82;254,82;182,43;182,43;164,2;249,76;249,76;205,05;254,82;322,23;322,23;
02/08/2016;15 - 16;206,61;249,84;249,84;249,84;249,84;249,84;249,84;249,84;181,68;181,68;163,9;249,84;249,84;204,97;249,84;311,74;311,74;
02/08/2016;16 - 17;201,03;243,59;243,59;243,59;243,59;243,59;243,59;243,59;181,09;181,09;163,61;243,59;243,59;204,38;243,59;297,9;297,9;
02/08/2016;17 - 18;207,06;252,51;252,51;252,51;252,51;252,51;252,51;252,51;180,72;180,72;163,08;252,51;252,51;204,15;252,51;311,59;311,59;
02/08/2016;18 - 19;207,65;260,85;260,85;260,85;260,85;260,85;260,85;260,85;180,42;180,42;163,31;254,75;254,75;204,08;260,85;311,51;311,51;
02/08/2016;19 - 20;205,2;253,78;253,78;253,78;253,78;253,78;253,78;253,78;178,04;178,04;169,04;253,78;253,78;204,45;253,78;311,59;311,59;
02/08/2016;20 - 21;199,09;244,26;244,26;244,26;244,26;244,26;244,26;244,26;178,19;178,19;168,96;244,26;244,26;204,53;244,26;311,14;311,14;
02/08/2016;21 - 22;196,56;241,06;241,06;241,06;241,06;241,06;241,06;241,06;177,22;177,22;168,74;241,06;241,06;204,53;241,06;311,29;311,29;
02/08/2016;22 - 23;189,35;232,05;232,05;232,05;232,05;232,05;232,05;232,05;179,08;179,08;168,81;232,05;232,05;196,04;232,05;310,99;310,99;
02/08/2016;23 - 00;185,55;215,61;215,61;215,61;215,61;215,61;215,61;215,61;176,48;176,48;168,44;215,61;215,61;195,75;215,61;215,61;215,61;
03/08/2016;00 - 01;178,71;193,66;193,66;193,66;193,66;193,66;193,66;193,66;172,53;172,53;167,18;193,66;193,66;193,66;193,66;193,66;193,66;
03/08/2016;01 - 02;170,75;182,5;182,5;182,5;182,5;182,5;182,5;182,5;168,52;168,52;166,43;182,5;182,5;182,5;182,5;186,22;186,22;
03/08/2016;02 - 03;168,52;176,63;176,63;176,63;176,63;176,63;176,63;176,63;165,54;165,54;165,54;176,63;176,63;176,63;176,63;186,15;186,15;
03/08/2016;03 - 04;164,13;168,81;168,81;168,81;168,81;168,81;168,81;168,81;163,38;163,38;163,38;168,81;168,81;168,81;168,81;186,07;186,07;
03/08/2016;04 - 05;164,42;171,42;171,42;171,42;171,42;171,42;167,25;171,42;161,89;161,89;161,89;171,42;171,42;171,42;171,42;186,07;186,07;
03/08/2016;05 - 06;176,4;191,95;191,95;191,95;191,95;191,95;176,03;191,95;165,24;165,24;165,24;191,95;191,95;191,95;191,95;193,96;193,96;
03/08/2016;06 - 07;186,6;215,76;215,76;215,76;215,76;215,76;201,33;215,76;172,76;172,76;166,58;215,76;215,76;204,23;215,76;311,59;311,59;
03/08/2016;07 - 08;197,09;236,74;236,74;236,74;236,74;260,25;209,96;236,74;178,78;178,78;166,66;236,74;236,74;204,67;260,25;312,85;312,85;
03/08/2016;08 - 09;204,82;252,59;252,59;252,59;252,59;322,38;206,01;252,59;178,11;178,11;165,69;241,13;241,13;204,9;322,38;322,38;322,38;
03/08/2016;09 - 10;207,2;260,18;260,18;260,18;260,18;322,38;209,58;260,18;179,53;179,53;166,06;242,62;242,62;205,05;322,38;322,38;322,38;
03/08/2016;10 - 11;206,83;260,55;260,55;260,55;260,55;322,45;186,89;260,55;176,85;176,85;166,28;243,29;243,29;205,2;322,45;322,45;322,45;
03/08/2016;11 - 12;204,75;260,03;260,03;260,03;260,03;322,45;172,83;260,03;172,83;172,83;166,14;242,99;242,99;205,05;322,45;322,45;322,45;
03/08/2016;12 - 13;200,43;249,76;249,76;249,76;249,76;322,38;170,67;249,76;170,67;170,67;166,06;242,32;242,32;204,9;322,38;322,38;322,38;
03/08/2016;13 - 14;197,31;237,71;237,71;237,71;237,71;322,45;170,3;237,71;170,3;170,3;166,8;237,71;237,71;204,9;322,45;322,45;322,45;
03/08/2016;14 - 15;197,23;242,4;242,4;242,4;242,4;261,59;169,26;242,4;169,26;169,26;166,73;241,58;241,58;204,9;261,59;322,23;322,23;
03/08/2016;15 - 16;195,67;239,57;239,57;239,57;239,57;239,57;165,76;239,57;165,76;165,76;165,76;239,57;239,57;204,9;239,57;320,22;320,22;
03/08/2016;16 - 17;192,62;232,2;232,2;232,2;232,2;232,2;164,65;232,2;164,65;164,65;164,65;232,2;232,2;204,82;232,2;311,44;311,44;
03/08/2016;17 - 18;194,78;236;236;236;236;236;171,49;236;171,49;171,49;166,06;236;236;204,82;236;313;313;
03/08/2016;18 - 19;194,7;241,95;241,95;241,95;241,95;241,95;176,25;241,95;176,25;176,25;166,21;238,45;238,45;204,82;241,95;312,55;312,55;
03/08/2016;19 - 20;194,48;245,52;245,52;245,52;245,52;245,52;173,43;245,52;173,43;173,43;166,06;237,93;237,93;204,75;245,52;313;313;
03/08/2016;20 - 21;189,5;232,5;232,5;232,5;232,5;232,5;172,83;232,5;172,83;172,83;165,99;232,5;232,5;204,82;232,5;311,29;311,29;
03/08/2016;21 - 22;187,41;225,66;225,66;225,66;225,66;225,66;172,24;225,66;172,24;172,24;165,84;225,66;225,66;204,82;225,66;311,44;311,44;
03/08/2016;22 - 23;183,02;215,69;215,69;215,69;215,69;215,69;171,86;215,69;171,86;171,86;165,61;215,69;215,69;194,93;215,69;226,99;226,99;
03/08/2016;23 - 00;179,68;200,21;200,21;200,21;200,21;200,21;168,66;200,21;168,66;168,66;165,02;200,21;200,21;194,7;200,21;208,39;208,39;
04/08/2016;00 - 01;163,7;175,15;175,15;175,15;175,15;175,15;161,39;175,15;161,39;161,39;161,39;175,15;175,15;175,15;175,15;175,15;175,15;
04/08/2016;01 - 02;161,1;166,82;166,82;166,82;166,82;166,82;159,31;166,82;159,31;159,31;159,31;171,88;171,88;171,88;166,82;171,43;171,43;
04/08/2016;02 - 03;151,35;149,12;149,12;149,12;149,12;149,12;149,12;149,12;149,12;149,12;149,12;169,95;169,95;169,95;149,12;171,21;171,21;
04/08/2016;03 - 04;147,56;144,44;144,44;144,44;144,44;144,44;144,44;144,44;144,44;144,44;144,44;169,5;169,5;169,5;144,44;171,14;171,14;
04/08/2016;04 - 05;149,34;147,49;147,49;147,49;147,49;147,49;147,49;147,49;147,49;147,49;147,49;168,91;168,91;168,91;147,49;163,85;163,85;
04/08/2016;05 - 06;162,58;178,13;178,13;178,13;178,13;178,13;159,39;178,13;159,39;159,39;159,39;178,13;178,13;178,13;178,13;178,13;178,13;
04/08/2016;06 - 07;179,62;200,74;200,74;200,74;200,74;200,74;162,06;200,74;162,06;162,06;162,06;200,74;200,74;199,77;200,74;297,65;297,65;
04/08/2016;07 - 08;189,06;223,94;223,94;223,94;223,94;223,94;164,22;223,94;164,22;164,22;163,48;223,94;223,94;199,4;223,94;322,94;322,94;
04/08/2016;08 - 09;197,39;245,36;245,36;245,36;245,36;245,36;165,56;245,36;165,56;165,56;164,07;238,97;238,97;199,33;245,36;323,09;323,09;
04/08/2016;09 - 10;196,5;240,75;240,75;240,75;240,75;240,75;164,67;240,75;164,67;164,67;164,67;239,34;239,34;200,66;240,75;323,23;323,23;
04/08/2016;10 - 11;196,8;243,43;243,43;243,43;243,43;243,43;164,82;243,43;164,82;164,82;164,82;241,35;241,35;200,81;243,43;323,23;323,23;
04/08/2016;11 - 12;196,42;243,5;243,5;243,5;243,5;243,5;164,44;243,5;164,44;164,44;164,44;243,28;243,28;201,33;243,5;313,04;313,04;
04/08/2016;12 - 13;195,31;241,94;241,94;241,94;241,94;241,94;163,7;241,94;163,7;163,7;163,7;241,94;241,94;201,18;241,94;323,01;323,01;
04/08/2016;13 - 14;194,64;239,86;239,86;239,86;239,86;239,86;163,4;239,86;163,4;163,4;163,4;239,86;239,86;201,18;239,86;323,01;323,01;
04/08/2016;14 - 15;192,85;239,19;239,19;239,19;239,19;239,19;162,51;239,19;162,51;162,51;162,51;239,19;239,19;201,18;239,19;323,16;323,16;
04/08/2016;15 - 16;189,28;237,33;237,33;237,33;237,33;237,33;160,58;237,33;160,58;160,58;160,58;237,33;237,33;201,26;237,33;323,23;323,23;
04/08/2016;16 - 17;187,13;232,65;232,65;232,65;232,65;232,65;158,57;232,65;158,57;158,57;158,57;232,65;232,65;200,52;232,65;312,82;312,82;
04/08/2016;17 - 18;191,52;239,41;239,41;239,41;239,41;239,41;160,2;239,41;160,2;160,2;160,2;239,41;239,41;200,29;239,41;323,23;323,23;
04/08/2016;18 - 19;195,01;251,02;251,02;251,02;251,02;251,02;160,5;251,02;160,5;160,5;160,5;244,02;244,02;200,14;251,02;323,16;323,16;
04/08/2016;19 - 20;194,86;249,23;249,23;249,23;249,23;249,23;162,81;249,23;162,81;162,81;162,81;243,73;243,73;200,07;249,23;323,09;323,09;
04/08/2016;20 - 21;191;238,74;238,74;238,74;238,74;238,74;162,73;238,74;162,73;162,73;162,73;238,74;238,74;200,44;238,74;298,02;298,02;
04/08/2016;21 - 22;189,8;238,15;238,15;238,15;238,15;238,15;162,44;238,15;162,44;162,44;162,44;238,15;238,15;200,37;238,15;297,72;297,72;
