;Hours;SYS;SE1;SE2;SE3;SE4;FI;DK1;DK2;Oslo;Kr.sand;Bergen;Molde;Tr.heim;Tromsø;EE;LV;LT
08/12/2018;17 - 18;350,86;352,06;352,06;352,06;352,06;352,06;155,32;352,06;352,06;352,06;352,06;352,06;352,06;352,06;379,9;379,9;379,9
08/12/2018;18 - 19;346,76;349,45;349,45;349,45;349,45;349,45;190,02;190,02;349,45;349,45;349,45;349,45;349,45;349,45;349,45;349,45;349,45
08/12/2018;19 - 20;343,18;345,56;345,56;345,56;345,56;345,56;157,11;157,11;345,56;345,56;345,56;345,56;345,56;345,56;345,56;345,56;345,56
08/12/2018;20 - 21;338,18;332,13;332,13;332,13;332,13;332,13;118,22;118,22;340,94;340,94;340,94;340,94;340,94;340,94;332,13;332,13;332,13
08/12/2018;21 - 22;334,22;307,65;307,65;307,65;307,65;307,65;0,37;0,37;342,43;342,43;342,43;340,79;340,79;340,79;307,65;307,65;307,65
08/12/2018;22 - 23;332,43;300,04;300,04;300,04;300,04;300,04;79,79;79,79;341,83;341,83;341,83;340,19;340,19;340,19;300,04;300,04;300,04
08/12/2018;23 - 00;330,26;292,87;292,87;292,87;292,87;292,87;63,44;63,44;340,34;340,34;340,34;339;339;339;292,87;292,87;292,87
09/12/2018;00 - 01;328,14;276,63;276,63;276,63;276,63;276,63;-5,82;-5,82;342,02;342,02;342,02;338,66;338,66;338,66;276,63;276,63;276,63
09/12/2018;01 - 02;319,63;269,1;269,1;269,1;269,1;269,1;-12,84;-12,84;336,72;336,72;336,72;336,72;336,72;336,72;269,1;269,1;269,1
09/12/2018;02 - 03;303,51;248,19;248,19;248,19;248,19;248,19;-44,04;-44,04;328,29;328,29;328,29;334,11;334,11;334,11;248,19;248,19;248,19
09/12/2018;03 - 04;303,36;226,92;226,92;226,92;226,92;226,92;0,07;0,07;325,6;325,6;325,6;333,89;333,89;333,89;226,92;226,92;226,92
09/12/2018;04 - 05;308,36;181,24;181,24;181,24;181,24;181,24;0,75;0,75;323,14;323,14;323,14;334,56;334,56;334,56;181,24;181,24;181,24
09/12/2018;05 - 06;310,6;191,91;191,91;191,91;191,91;191,91;91,44;91,44;322,76;322,76;322,76;334,63;334,63;334,63;191,91;191,91;191,91
09/12/2018;06 - 07;321,2;277,98;277,98;277,98;277,98;277,98;187,06;187,06;322,99;322,99;322,99;335,83;335,83;335,83;277,98;277,98;277,98
09/12/2018;07 - 08;326,87;301,86;301,86;301,86;301,86;301,86;278,72;278,72;328,59;328,59;328,59;335,98;335,98;335,98;301,86;301,86;301,86
09/12/2018;08 - 09;330,9;325,23;325,23;325,23;325,23;325,23;323,88;323,88;328,96;328,96;328,96;337,02;337,02;337,02;325,23;325,23;325,23
09/12/2018;09 - 10;335,9;334,26;334,26;334,26;334,26;334,26;334,26;334,26;335,16;335,16;335,16;338,29;338,29;338,29;334,26;334,26;334,26
09/12/2018;10 - 11;339,49;339,78;339,78;339,78;339,78;339,78;339,78;339,78;339,78;339,78;339,78;339,78;339,78;339,78;339,78;339,78;339,78
09/12/2018;11 - 12;341,58;342,4;342,4;342,4;342,4;342,4;321,72;342,4;342,4;342,4;342,4;342,4;342,4;342,4;342,4;342,4;342,4
09/12/2018;12 - 13;341,43;342,4;342,4;342,4;342,4;342,4;221,55;342,4;342,4;342,4;342,4;342,4;342,4;342,4;342,4;342,4;342,4
09/12/2018;13 - 14;340,01;342,02;342,02;342,02;342,02;342,02;188,33;342,02;342,02;342,02;342,02;342,02;342,02;342,02;342,02;342,02;342,02
09/12/2018;14 - 15;338,89;340,61;340,61;340,61;340,61;340,61;144,74;340,61;340,61;340,61;340,61;340,61;340,61;340,61;340,61;340,61;340,61
09/12/2018;15 - 16;342,62;344,11;344,11;344,11;344,11;344,11;188,7;344,11;344,11;344,11;344,11;344,11;344,11;344,11;344,11;344,11;344,11
09/12/2018;16 - 17;348,82;349,86;349,86;349,86;349,86;349,86;217,66;349,86;349,86;349,86;349,86;349,86;349,86;349,86;349,86;349,86;349,86
09/12/2018;17 - 18;349,34;349,86;349,86;349,86;349,86;349,86;322,84;349,86;349,86;349,86;349,86;349,86;349,86;349,86;349,86;349,86;349,86
09/12/2018;18 - 19;346,35;348,14;348,14;348,14;348,14;348,14;230,88;348,14;348,14;348,14;348,14;348,14;348,14;348,14;348,14;348,14;348,14
09/12/2018;19 - 20;342,77;344,93;344,93;344,93;344,93;344,93;145,11;344,93;344,93;344,93;344,93;344,93;344,93;344,93;344,93;344,93;344,93
09/12/2018;20 - 21;339,56;342,1;342,1;342,1;342,1;342,1;87,26;342,1;342,1;342,1;342,1;342,1;342,1;342,1;342,1;342,1;342,1
09/12/2018;21 - 22;336,05;326,35;326,35;326,35;326,35;326,35;27,92;27,92;340,08;340,08;340,08;340,08;340,08;340,08;326,35;326,35;326,35
09/12/2018;22 - 23;331,65;311,72;311,72;311,72;311,72;311,72;145,48;145,48;339,11;339,11;339,11;339,11;339,11;339,11;311,72;311,72;311,72
09/12/2018;23 - 00;326,95;290,29;290,29;290,29;290,29;290,29;105,92;105,92;337,69;337,69;337,69;337,69;337,69;337,69;290,29;290,29;290,29
10/12/2018;00 - 01;327,32;304,4;304,4;304,4;304,4;304,4;37,02;37,02;335,08;335,08;335,08;335,23;335,23;335,23;304,4;304,4;179,22
10/12/2018;01 - 02;322,69;281,78;281,78;281,78;281,78;281,78;16,35;16,35;331,57;331,57;331,57;334,11;334,11;334,11;281,78;281,78;170,71
10/12/2018;02 - 03;315;280,22;280,22;280,22;280,22;280,22;0,9;0,9;326,65;326,65;326,65;332,92;332,92;332,92;280,22;280,22;163,25
10/12/2018;03 - 04;318,14;286,56;286,56;286,56;286,56;286,56;6,79;6,79;326,87;326,87;326,87;332,69;332,69;332,69;286,56;286,56;155,41
10/12/2018;04 - 05;319,11;309,48;309,48;309,48;309,48;309,48;0,45;0,45;324,63;324,63;324,63;333,89;333,89;333,89;309,48;309,48;296,79
10/12/2018;05 - 06;337,17;339,26;339,26;339,26;339,26;351,95;158,02;158,02;339,26;339,26;339,26;339,26;339,26;339,26;351,95;351,95;351,95
10/12/2018;06 - 07;355,76;354,12;354,12;354,12;354,12;388,9;332,24;354,12;354,12;354,12;354,12;354,12;354,12;354,12;388,9;388,9;388,9
10/12/2018;07 - 08;380,54;378,9;378,9;378,9;378,9;448,54;385,99;395,99;378,9;364,19;378,9;378,9;378,9;378,9;448,54;448,54;448,54
10/12/2018;08 - 09;385,32;382,03;382,03;382,03;382,03;456,16;382,03;382,03;382,03;382,03;382,03;382,03;382,03;382,03;456,16;456,16;456,16
10/12/2018;09 - 10;384,65;382,33;382,33;382,33;382,33;462,58;391,74;391,74;382,33;366,88;382,33;382,33;382,33;382,33;462,58;462,58;462,58
10/12/2018;10 - 11;368,07;370,76;370,76;370,76;370,76;409,8;364,94;364,94;370,76;360,09;370,76;370,76;370,76;370,76;409,8;409,8;409,8
10/12/2018;11 - 12;361,73;368,75;368,75;368,75;368,75;407,41;294,77;294,77;368,75;353,97;368,75;368,75;368,75;368,75;407,41;407,41;407,41
10/12/2018;12 - 13;361,95;365,76;365,76;365,76;365,76;456,68;284,32;284,32;365,76;353,97;365,76;365,76;365,76;365,76;456,68;456,68;456,68
10/12/2018;13 - 14;361,88;364,19;364,19;364,19;364,19;451,83;322,54;322,54;364,19;353,89;364,19;364,19;364,19;364,19;451,83;451,83;451,83
10/12/2018;14 - 15;366,66;366,58;366,58;366,58;366,58;448,09;357,85;357,85;366,58;359,19;366,58;366,58;366,58;366,58;448,09;448,09;448,09
10/12/2018;15 - 16;380,32;376,29;376,29;376,29;376,29;465,19;382,93;382,93;376,29;363,67;376,29;376,29;376,29;376,29;465,19;465,19;465,19
10/12/2018;16 - 17;382,7;377,63;377,63;377,63;377,63;463,25;377,63;377,63;377,63;377,63;377,63;377,63;377,63;377,63;463,25;463,25;463,25
10/12/2018;17 - 18;382,7;378,3;378,3;378,3;378,3;445,48;378,3;378,3;378,3;378,3;378,3;378,3;378,3;378,3;445,48;445,48;445,48
10/12/2018;18 - 19;372,85;366,81;366,81;366,81;366,81;438,32;366,81;366,81;366,81;366,81;366,81;366,81;366,81;366,81;438,32;438,32;438,32
10/12/2018;19 - 20;367,55;365,91;365,91;365,91;365,91;410,1;368,67;368,67;365,91;365,61;365,91;365,91;365,91;365,91;417,12;417,12;417,12
10/12/2018;20 - 21;359,04;359,04;359,04;359,04;359,04;359,04;356,28;356,28;359,04;359,04;359,04;359,04;359,04;359,04;371,36;371,36;371,36
10/12/2018;21 - 22;349,34;350,16;350,16;350,16;350,16;350,16;295,82;295,82;350,16;350,16;350,16;350,16;350,16;350,16;350,16;350,16;350,16
10/12/2018;22 - 23;339,11;340,16;340,16;340,16;340,16;340,16;295,52;295,52;340,16;340,16;340,16;340,16;340,16;340,16;340,16;340,16;340,16
10/12/2018;23 - 00;331,65;332,47;332,47;332,47;332,47;332,47;288,5;288,5;332,47;332,47;332,47;333,66;333,66;333,66;332,47;332,47;326,05
11/12/2018;00 - 01;333,05;334,76;334,76;334,76;334,76;334,76;266,02;266,02;334,76;334,76;334,76;334,76;334,76;334,76;334,76;334,76;334,76
11/12/2018;01 - 02;326,26;327,45;327,45;327,45;327,45;327,45;237,88;237,88;327,45;327,45;327,45;330,14;330,14;330,14;327,45;327,45;327,45
11/12/2018;02 - 03;323,49;322,23;322,23;322,23;322,23;322,23;263,18;263,18;322,23;322,23;322,23;329,91;329,91;329,91;322,23;322,23;322,23
11/12/2018;03 - 04;323,94;320,96;320,96;320,96;320,96;320,96;261,47;261,47;320,96;320,96;320,96;331,56;331,56;331,56;320,96;320,96;320,96
11/12/2018;04 - 05;328,94;328,12;328,12;328,12;328,12;328,12;249,97;249,97;328,12;328,12;328,12;332,6;332,6;332,6;328,12;328,12;328,12
11/12/2018;05 - 06;346,86;344,92;344,92;344,92;344,92;364,99;246,46;246,46;344,92;344,92;344,92;344,92;344,92;344,92;364,99;364,99;364,99
11/12/2018;06 - 07;364,55;359,32;359,32;359,32;359,32;494,87;333,12;333,12;359,32;359,32;359,32;359,32;359,32;359,32;494,87;494,87;494,87
11/12/2018;07 - 08;385,52;374,7;374,7;374,7;374,7;494,94;393,06;393,06;374,7;374,7;374,7;374,7;374,7;374,7;494,94;494,94;494,94
11/12/2018;08 - 09;395,67;382,54;382,54;382,54;382,54;465,24;430,08;430,08;382,54;382,54;382,54;382,54;382,54;382,54;465,24;465,24;465,24
11/12/2018;09 - 10;397,99;386,19;386,19;386,19;386,19;468,89;403,51;403,51;386,19;386,19;386,19;386,19;386,19;386,19;468,89;468,89;468,89
11/12/2018;10 - 11;397,31;390,07;390,07;390,07;390,07;433,22;397,39;399,7;390,07;390,07;390,07;390,07;390,07;390,07;433,22;433,22;433,22
11/12/2018;11 - 12;400,45;395,6;395,6;395,6;395,6;433,22;395,6;445,98;395,6;395,6;395,6;395,6;395,6;395,6;433,22;433,22;433,22
11/12/2018;12 - 13;402,99;394,25;394,25;394,25;394,25;469,04;394,25;468,22;394,25;394,25;394,25;394,25;394,25;394,25;469,04;469,04;469,04
11/12/2018;13 - 14;405,67;394,1;394,1;394,1;394,1;487,56;394,1;485,61;394,1;394,1;394,1;394,1;394,1;394,1;487,56;487,56;487,56
11/12/2018;14 - 15;418,66;397,02;397,02;397,02;397,02;485,09;397,02;491,96;397,02;397,02;397,02;397,02;397,02;397,02;485,09;485,09;485,09
11/12/2018;15 - 16;440,68;407,69;407,69;407,69;407,69;509,72;407,69;504,95;407,69;407,69;407,69;407,69;407,69;407,69;509,72;509,72;509,72
11/12/2018;16 - 17;460,91;422,92;422,92;422,92;422,92;488,67;422,92;521,96;422,92;422,92;422,92;422,92;422,92;422,92;488,67;488,67;488,67
11/12/2018;17 - 18;465,09;423,21;423,21;423,21;423,21;488,08;423,21;607,28;423,21;423,21;423,21;423,21;423,21;423,21;488,08;488,08;488,08
11/12/2018;18 - 19;433,44;401,64;401,64;401,64;401,64;477,4;401,64;566,75;401,64;401,64;401,64;401,64;401,64;401,64;477,4;477,4;477,4
11/12/2018;19 - 20;401,27;397,02;397,02;397,02;397,02;409,78;397,02;528,01;397,02;397,02;397,02;397,02;397,02;397,02;409,78;433,14;433,14
11/12/2018;20 - 21;397,02;392,01;392,01;392,01;392,01;392,01;392,01;507,86;392,01;392,01;392,01;392,01;392,01;392,01;392,01;392,01;392,01
11/12/2018;21 - 22;384,77;380,74;380,74;380,74;380,74;380,74;380,74;478,22;380,74;380,74;380,74;380,74;380,74;380,74;380,74;380,74;380,74
11/12/2018;22 - 23;371,71;369,1;369,1;369,1;369,1;369,1;369,1;436,5;369,1;369,1;369,1;369,1;369,1;369,1;369,1;369,1;369,1
11/12/2018;23 - 00;362,61;361,34;361,34;361,34;361,34;361,34;361,34;391,12;361,34;361,34;361,34;361,34;361,34;361,34;361,34;361,34;361,34
12/12/2018;00 - 01;364,18;364,4;364,4;364,4;364,4;364,4;364,4;364,4;364,4;364,4;364,4;364,4;364,4;364,4;364,4;364,4;364,4
12/12/2018;01 - 02;358,88;358,95;358,95;358,95;358,95;358,95;358,95;358,95;358,95;358,95;358,95;358,95;358,95;358,95;358,95;358,95;358,95
12/12/2018;02 - 03;356,86;357,01;357,01;357,01;357,01;357,01;357,01;357,01;357,01;357,01;357,01;357,01;357,01;357,01;357,01;357,01;357,01
12/12/2018;03 - 04;356,79;356,94;356,94;356,94;356,94;356,94;356,94;356,94;356,94;356,94;356,94;356,94;356,94;356,94;356,94;356,94;356,94
12/12/2018;04 - 05;360,82;360,97;360,97;360,97;360,97;360,97;360,97;360,97;360,97;360,97;360,97;360,97;360,97;360,97;360,97;360,97;360,97
12/12/2018;05 - 06;380,67;380,97;380,97;380,97;380,97;380,97;383,06;390,3;380,97;380,97;380,97;380,97;380,97;378,29;380,97;380,97;380,97
12/12/2018;06 - 07;412,02;412,92;412,92;412,92;412,92;412,92;433,97;496,15;412,92;412,92;412,92;383,88;383,88;383,88;412,92;412,92;412,92
12/12/2018;07 - 08;518,99;519,66;519,66;519,66;519,66;519,66;519,66;634,83;519,66;519,66;519,66;416,65;416,65;416,65;519,66;519,66;519,66
12/12/2018;08 - 09;566,76;564,44;564,44;564,44;564,44;564,44;564,44;672,67;564,44;564,44;564,44;536,53;536,53;536,53;564,44;564,44;564,44
12/12/2018;09 - 10;549,81;549,81;549,81;549,81;549,81;549,81;549,81;669,39;549,81;549,81;549,81;549,81;549,81;549,81;549,81;549,81;549,81
12/12/2018;10 - 11;518,31;471,44;471,44;471,44;471,44;471,44;534,29;648,49;471,44;471,44;471,44;471,44;471,44;471,44;471,44;471,44;471,44
12/12/2018;11 - 12;503,24;465,17;465,17;465,17;465,17;465,17;519,51;605,05;465,17;465,17;465,17;450,76;450,76;450,76;465,17;465,17;465,17
12/12/2018;12 - 13;499,28;493,09;493,09;493,09;493,09;493,09;499,65;566,91;493,09;493,09;473,98;435,01;435,01;428,37;493,09;493,09;493,09
12/12/2018;13 - 14;485,32;478,01;478,01;478,01;478,01;478,01;499,88;570,34;478,01;478,01;478,01;435,09;435,09;415,46;478,01;478,01;478,01
12/12/2018;14 - 15;501,44;485,47;485,47;485,47;485,47;485,47;503,53;592,73;485,47;485,47;485,47;461,36;461,36;415,98;485,47;485,47;485,47
12/12/2018;15 - 16;553,47;559,37;559,37;559,37;559,37;559,37;559,37;613,86;559,37;559,37;478,6;522,64;522,64;416,95;559,37;559,37;559,37
12/12/2018;16 - 17;583,7;593,78;593,78;593,78;593,78;593,78;613,41;613,41;593,78;593,78;459,05;523,17;523,17;416,28;593,78;593,78;593,78
12/12/2018;17 - 18;583,63;570,26;570,26;570,26;570,26;570,26;624,83;670,73;570,26;570,26;449,2;447,18;447,18;413,37;570,26;570,26;570,26
12/12/2018;18 - 19;553,47;522,42;522,42;522,42;522,42;522,42;599,23;622,89;522,42;522,42;522,42;437,4;437,4;414,86;522,42;522,42;522,42
12/12/2018;19 - 20;478,01;468,98;468,98;468,98;468,98;468,98;523,84;576,76;468,98;468,98;468,98;433,37;433,37;409,04;468,98;468,98;468,98
12/12/2018;20 - 21;399,86;399,86;399,86;399,86;399,86;399,86;399,86;522,42;399,86;399,86;399,86;399,86;399,86;399,86;399,86;399,86;399,86
12/12/2018;21 - 22;399,86;399,19;399,19;399,19;399,19;399,19;453;462,03;399,19;399,19;399,19;399,19;399,19;399,19;399,19;399,19;399,19
12/12/2018;22 - 23;380;380,08;380,08;380,08;380,08;380,08;392,62;392,62;380,08;380,08;380,08;380,08;380,08;380,08;380,08;380,08;380,08
12/12/2018;23 - 00;367,31;367,39;367,39;367,39;367,39;367,39;367,39;376,42;367,39;367,39;367,39;367,39;367,39;367,39;367,39;367,39;367,39
13/12/2018;00 - 01;370,01;370,01;370,01;370,01;370,01;370,01;370,01;370,01;370,01;370,01;370,01;370,01;370,01;370,01;370,01;370,01;370,01
13/12/2018;01 - 02;364,03;364,03;364,03;364,03;364,03;364,03;364,03;364,03;364,03;364,03;364,03;364,03;364,03;364,03;364,03;364,03;364,03
13/12/2018;02 - 03;359,48;359,48;359,48;359,48;359,48;359,48;359,48;359,48;359,48;359,48;359,48;359,48;359,48;359,48;359,48;359,48;359,48
13/12/2018;03 - 04;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24;357,24
13/12/2018;04 - 05;360,08;360,08;360,08;360,08;360,08;360,08;360,08;360,08;360,08;360,08;360,08;360,08;360,08;360,08;360,08;360,08;360,08
13/12/2018;05 - 06;373,89;373,81;373,81;373,81;373,81;373,81;373,81;380,01;373,81;373,81;373,81;373,81;373,81;373,81;373,81;373,81;373,81
13/12/2018;06 - 07;409,34;418,37;418,37;418,37;418,37;418,37;418,37;459,05;407,63;407,63;407,63;409,19;409,19;379,41;418,37;418,37;418,37
13/12/2018;07 - 08;503,32;522,8;522,8;522,8;522,8;522,8;522,8;566,99;522,8;522,8;522,8;519,59;519,59;396,43;522,8;522,8;522,8
13/12/2018;08 - 09;539,15;557,28;557,28;557,28;557,28;557,28;557,28;570,94;557,28;557,28;557,28;557,28;557,28;413,45;557,28;557,28;557,28
13/12/2018;09 - 10;522,28;552,96;552,96;552,96;552,96;552,96;552,96;566,54;552,96;552,96;552,96;552,96;552,96;419,64;552,96;552,96;552,96
13/12/2018;10 - 11;461,22;465,85;465,85;465,85;465,85;465,85;465,85;562,58;465,85;465,85;465,85;465,85;465,85;419,57;465,85;465,85;465,85
13/12/2018;11 - 12;434,94;436,36;436,36;436,36;436,36;436,36;436,36;552,36;436,36;436,36;436,36;436,36;436,36;406,13;436,36;436,36;436,36
13/12/2018;12 - 13;476,45;488,61;488,61;488,61;488,61;488,61;488,61;544,74;488,61;488,61;488,61;488,61;488,61;411,95;488,61;488,61;488,61
13/12/2018;13 - 14;467,27;469,5;469,5;469,5;469,5;469,5;469,5;544,74;469,5;469,5;469,5;469,5;469,5;414,12;469,5;469,5;469,5
13/12/2018;14 - 15;476,52;470,47;470,47;470,47;470,47;470,47;470,47;555,34;470,47;470,47;470,47;470,47;470,47;416,21;470,47;470,47;470,47
13/12/2018;15 - 16;540,04;522,28;522,28;568,03;568,03;568,03;568,03;587,96;568,03;568,03;568,03;522,28;522,28;414,27;568,03;568,03;568,03
13/12/2018;16 - 17;507,95;460,25;460,25;490,33;592,52;490,33;490,33;607,07;490,33;490,33;490,33;460,25;460,25;411,73;490,33;490,33;592,52
13/12/2018;17 - 18;460,4;437,33;437,33;454,8;507,57;454,8;454,8;662,16;454,8;454,8;454,8;437,33;437,33;407,33;454,8;507,57;507,57
13/12/2018;18 - 19;440,39;419,57;419,57;419,57;562,66;419,57;419,57;562,66;419,57;419,57;419,57;419,57;419,57;403,45;419,57;562,66;562,66
13/12/2018;19 - 20;408,97;405,39;405,39;405,39;458,23;405,39;405,39;458,23;405,39;405,39;405,39;405,39;405,39;398,59;405,39;458,23;458,23
13/12/2018;20 - 21;395,38;394,19;394,19;394,19;394,19;394,19;394,19;394,19;394,19;394,19;394,19;394,19;394,19;391,43;394,19;394,19;394,19
13/12/2018;21 - 22;393,14;393,29;393,29;393,29;393,29;393,29;393,29;393,29;393,29;393,29;393,29;393,29;393,29;387,47;393,29;393,29;393,29
13/12/2018;22 - 23;378,74;378,74;378,74;378,74;378,74;378,74;378,74;378,74;378,74;378,74;378,74;378,74;378,74;378,74;378,74;378,74;378,74
13/12/2018;23 - 00;370,6;370,6;370,6;370,6;370,6;370,6;370,6;370,6;370,6;370,6;370,6;370,6;370,6;370,6;370,6;370,6;370,6
14/12/2018;00 - 01;369,33;370,9;370,9;370,9;370,9;370,9;370,9;370,9;370,9;370,9;370,9;370,9;370,9;370,9;370,9;370,9;370,9
14/12/2018;01 - 02;363,06;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48;364,48
14/12/2018;02 - 03;359,1;361,19;361,19;361,19;361,19;361,19;361,19;361,19;361,19;361,19;361,19;361,19;361,19;361,19;361,19;361,19;361,19
14/12/2018;03 - 04;361,64;363,43;363,43;363,43;363,43;363,43;363,43;363,43;363,43;363,43;363,43;363,43;363,43;363,43;363,43;363,43;363,43
14/12/2018;04 - 05;368,13;369,4;369,4;369,4;369,4;369,4;369,4;369,4;369,4;369,4;369,4;369,4;369,4;369,4;369,4;369,4;369,4
14/12/2018;05 - 06;391,2;395,45;395,45;395,45;395,45;395,45;395,45;395,45;395,45;395,45;395,45;395,45;395,45;370,82;395,45;395,45;395,45
14/12/2018;06 - 07;430,31;457,33;457,33;457,33;473,38;457,33;457,33;473,38;417,47;417,47;417,47;441,73;441,73;371,79;457,33;473,38;473,38
14/12/2018;07 - 08;519,58;537,35;537,35;537,35;566,38;537,35;537,35;580,34;537,35;537,35;537,35;537,35;537,35;374,85;537,35;559,29;566,38
14/12/2018;08 - 09;546,6;536,97;536,97;536,97;656,25;536,97;536,97;672,38;536,97;536,97;478,31;536,97;536,97;378,96;536,97;559,22;656,25
14/12/2018;09 - 10;528,69;521,6;521,6;521,6;663,79;521,6;521,6;663,79;521,6;521,6;521,6;521,6;521,6;380,23;521,6;559,14;663,79
14/12/2018;10 - 11;470,92;448,3;448,3;448,3;611,17;448,3;448,3;626,25;448,3;448,3;432,4;448,3;448,3;380,08;448,3;559,44;611,17
14/12/2018;11 - 12;461,36;440,76;440,76;440,76;614,38;440,76;440,76;629,46;440,76;440,76;440,76;440,76;440,76;378,51;440,76;559,14;614,38
14/12/2018;12 - 13;478,23;481,07;481,07;481,07;616,99;481,07;481,07;621,77;481,07;481,07;439,34;481,07;481,07;377,46;481,07;559,22;616,99
14/12/2018;13 - 14;453,52;451,43;451,43;451,43;596,02;451,43;451,43;596,02;451,43;451,43;449,12;451,43;451,43;377,02;451,43;559,22;596,02
14/12/2018;14 - 15;461,29;460,91;460,91;460,91;606,84;460,91;460,91;606,84;460,91;460,91;447,55;460,91;460,91;377,39;460,91;559,14;606,84
14/12/2018;15 - 16;476,96;491,89;491,89;491,89;619,83;491,89;491,89;619,83;491,89;491,89;433,89;491,89;491,89;376,34;491,89;559,14;619,83
14/12/2018;16 - 17;559,14;559,29;559,29;559,29;633,26;559,29;559,29;633,26;559,29;559,29;455,76;559,29;559,29;375,23;559,29;559,29;633,26
14/12/2018;17 - 18;535,85;559,22;559,22;559,22;708,8;559,22;559,22;726,19;559,22;559,22;459,05;559,22;559,22;374,78;559,22;559,22;708,8
14/12/2018;18 - 19;469,35;457,33;457,33;457,33;607,21;457,33;457,33;622,14;457,33;457,33;457,33;457,33;457,33;373,21;457,33;559,14;607,21
14/12/2018;19 - 20;420,46;417,4;417,4;417,4;551,16;417,4;417,4;564,67;417,4;417,4;417,4;417,4;417,4;373,21;417,4;551,16;551,16
14/12/2018;20 - 21;410,83;411,28;411,28;411,28;411,28;411,28;411,28;411,28;411,28;411,28;411,28;411,28;411,28;372,76;411,28;411,28;411,28
14/12/2018;21 - 22;406,28;410,53;410,53;410,53;410,53;410,53;410,53;410,53;410,53;410,53;410,53;410,53;410,53;372,02;410,53;410,53;410,53
14/12/2018;22 - 23;396,5;400,9;400,9;400,9;400,9;400,9;400,9;400,9;400,9;400,9;400,9;400,9;400,9;372,17;400,9;400,9;400,9
14/12/2018;23 - 00;383,36;384,78;384,78;384,78;384,78;384,78;384,78;384,78;384,78;384,78;384,78;384,78;384,78;370,82;384,78;384,78;384,78
15/12/2018;00 - 01;396,39;396,39;396,39;396,39;396,39;396,39;396,39;396,39;396,39;396,39;396,39;396,39;396,39;396,39;396,39;396,39;396,39
15/12/2018;01 - 02;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9;384,9
15/12/2018;02 - 03;380,12;380,12;380,12;380,12;380,12;380,12;380,12;380,12;380,12;380,12;380,12;380,12;380,12;380,12;380,12;380,12;380,12
15/12/2018;03 - 04;381,16;381,16;381,16;381,16;381,16;381,16;381,16;381,16;381,16;381,16;381,16;381,16;381,16;381,16;381,16;381,16;381,16
15/12/2018;04 - 05;376,98;376,98;376,98;376,98;376,98;376,98;376,98;376,98;376,98;376,98;376,98;376,98;376,98;376,98;376,98;376,98;376,98
15/12/2018;05 - 06;379,07;379,07;379,07;379,07;379,07;379,07;379,07;379,07;379,07;379,07;379,07;379,07;379,07;379,07;379,07;379,07;379,07
15/12/2018;06 - 07;381,24;381,24;381,24;381,24;381,24;381,24;381,24;381,24;381,24;381,24;381,24;381,24;381,24;381,24;381,24;381,24;381,24
15/12/2018;07 - 08;389,82;389,75;389,75;389,75;389,75;389,75;389,75;389,75;389,75;389,75;389,75;389,75;389,75;389,75;389,75;389,75;389,75
15/12/2018;08 - 09;396,17;396,09;396,09;396,09;399;396,09;396,09;399;396,09;396,09;396,09;396,09;396,09;396,09;396,09;399;399
15/12/2018;09 - 10;402,81;402,14;402,14;402,14;498,36;402,14;402,14;498,36;402,14;402,14;402,14;402,14;402,14;402,14;402,14;498,36;498,36
15/12/2018;10 - 11;408,48;404,08;404,08;404,08;488,06;404,08;404,08;488,06;404,08;404,08;404,08;404,08;404,08;404,08;404,08;488,06;488,06
15/12/2018;11 - 12;410,35;404,01;404,01;404,01;502,17;404,01;404,01;502,17;404,01;404,01;404,01;404,01;404,01;404,01;404,01;502,17;502,17
15/12/2018;12 - 13;402,89;402,74;402,74;402,74;473,21;402,74;402,74;473,21;402,74;402,74;402,74;402,74;402,74;402,74;402,74;473,21;473,21
15/12/2018;13 - 14;402,51;402,44;402,44;402,44;438,27;402,44;402,44;438,27;402,44;402,44;402,44;402,44;402,44;402,44;402,44;438,27;438,27
15/12/2018;14 - 15;402,89;402,96;402,96;402,96;413,19;402,96;402,96;413,19;402,96;402,96;402,96;402,96;402,96;402,96;402,96;426,33;426,33
15/12/2018;15 - 16;402,21;402,29;402,29;402,29;402,29;402,29;402,29;402,29;402,29;402,29;402,29;402,29;402,29;402,29;402,29;439,39;439,39
15/12/2018;16 - 17;400,35;400,57;400,57;400,57;400,57;400,57;400,57;400,57;400,57;400,57;400,57;400,57;400,57;400,57;400,57;470;470
15/12/2018;17 - 18;413,64;408,41;408,41;408,41;450,29;408,41;450,29;450,29;408,41;408,41;408,41;408,41;408,41;408,41;408,41;462,9;462,9
15/12/2018;18 - 19;394,75;394,67;394,67;394,67;394,67;394,67;394,67;394,67;394,67;394,67;394,67;394,67;394,67;394,67;394,67;394,67;394,67
15/12/2018;19 - 20;383,85;383,78;383,78;383,78;383,78;383,78;360,48;383,78;383,78;383,78;383,78;383,78;383,78;383,78;383,78;383,78;383,78
15/12/2018;20 - 21;375,49;375,49;375,49;375,49;375,49;375,49;375,49;375,49;375,49;375,49;375,49;375,49;375,49;375,49;375,49;375,49;375,49
